model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
tsmnonlocal,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,608.642,5.5378,13.8,8.0,20,33.85201126823414,74.19583033662845,69,56,56,100,12
uniformerv2,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,582.4035,5.1319,8.97,8.0,20,35.94709839164519,86.68712707464988,87,86,85,100,12
amd,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,691.1037,6.2491,8.72,8.0,20,35.57674395152568,91.65913416250001,80,80,80,100,12
videomae,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1061.7466,9.494,8.88,8.0,20,35.27707875582888,94.86035480722893,83,83,83,100,12
tadaformer,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,3074.9561,30.0948,19.84,8.0,20,33.49487376804908,93.2888801494253,87,53,52,100,12
slowonly,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,2618.0405,25.2231,20.0,8.0,20,34.088839561868795,99.26356258139532,43,3,1,100,12
tpn,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1199.0851,11.3488,12.16,8.0,20,34.44577705375853,96.55723785714287,70,66,66,100,12
onepeace,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,2541.6363,25.9167,9.01,8.0,20,37.444985778381934,89.45902290835016,74,68,62,100,12
c2d,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1052.8683,9.6009,13.8,8.0,20,33.64627189827407,97.3892829189189,74,71,71,100,12
videomaev2,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1511.0034,14.0557,14.27,8.0,20,33.67375781013159,92.64176523595509,89,85,85,100,12
r2plus1d,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1401.4486,12.8685,17.92,8.0,20,33.24062659834925,93.52644525490196,51,51,45,100,12
uniformer,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1436.5911,13.1873,12.94,8.0,20,35.925624304181326,97.73468815853657,82,82,82,100,12
tanet,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1705.3336,16.0601,13.74,8.0,20,33.25959744910368,91.57631334587543,68,63,63,100,12
mvitv2,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1720.5027,15.733,12.01,8.0,20,36.340192663175074,95.1218198571429,84,81,81,100,12
videoswin,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,3684.4253,35.7556,15.44,8.0,20,33.77471191903736,95.7948972307692,78,60,57,100,12
actionclip,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,499.9383,4.335,20.0,8.0,20,35.78195222875758,95.57359514705882,68,68,68,100,12
x3d,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,2568.7358,24.137,11.18,8.0,20,34.39340689978294,95.2021739054054,74,69,68,100,12
internvideo,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,286.5473,1.8478,4.68,8.0,20,42.091964184305,96.57618015277781,72,71,66,100,12
i3d,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,2843.6354,26.0787,17.42,8.0,20,32.59692758442414,88.81969784931506,73,70,69,100,12
csn,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,4193.6476,70.5081,20.0,8.0,20,0.0,99.986438,1,0,0,100,12
slowfast,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,3122.5328,28.2292,19.25,8.0,20,32.65070717490412,81.9755150634921,63,43,32,100,12
i3dnonlocal,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,4065.5692,36.2666,18.19,8.0,20,32.420549826864196,87.69825031250001,32,32,30,100,12
internvideo2,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,1167.7906,20.4377,8.78,8.0,20,38.02491610391128,96.46895382558138,86,84,79,100,12
umt,amifgsm_target_shuffle_adaptive,Kinetics400Dataset,3010.9642,0.0,0.0,8.0,20,0.0,0.0,0,0,0,100,12
timesformer,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,251.654,2.0647,7.54,8.0,20,38.171234558235014,96.11037814084506,71,68,68,100,12
tsmnonlocal,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,597.2117,5.4535,12.89,8.0,20,33.893913639537885,74.2037374953271,63,56,56,100,12
ila,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,683.4212,6.5981,16.46,8.0,20,33.14963792683117,97.68659006097558,82,73,73,100,12
tsm,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,682.4275,6.4153,12.1,8.0,20,35.44089912357286,81.96007050356029,67,51,51,100,12
tsn,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,483.3035,4.2413,16.9,8.0,20,36.03342961006,98.67454097222223,72,55,51,100,12
uniformerv2,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,598.3617,5.4887,5.82,8.0,20,38.12293801381092,95.18999810344827,87,87,87,100,12
amd,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,700.3932,6.3053,3.85,8.0,20,40.92692668054619,96.63146091025642,78,78,78,100,12
videomae,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,949.4372,8.791,3.81,8.0,20,41.53270468119049,98.75049312328767,73,73,73,100,12
onepeace,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,2019.5247,19.9365,6.2,8.0,20,39.642625636637035,89.42995268866134,65,64,64,100,12
tpn,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,998.8575,10.5357,6.15,8.0,20,39.609793664875184,97.15904823333331,60,55,55,100,12
slowonly,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,3122.2157,32.0999,19.68,8.0,20,33.45132727795304,92.95828048387095,31,1,1,100,12
tadaformer,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,3120.8816,31.5614,14.49,8.0,20,33.43353634938084,92.82210394047615,84,81,81,100,12
videomaev2,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1135.6399,10.5153,5.48,8.0,20,38.2347011365974,97.63491858426968,89,89,89,100,12
c2d,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,902.7032,8.6489,5.48,8.0,20,38.40998531606685,98.76295595652171,69,69,69,100,12
r2plus1d,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1391.3972,14.1447,10.34,8.0,20,34.55029896569361,97.13087882978722,47,47,47,100,12
tanet,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1553.6825,14.7398,13.79,8.0,20,33.25789757151393,91.56993207813026,68,63,63,100,12
uniformer,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1720.0712,16.0059,5.94,8.0,20,40.16634032311184,96.40060887654319,81,81,81,100,12
videoswin,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,2721.4654,27.2408,7.44,8.0,20,37.059923694098934,96.224897225,80,77,77,100,12
mvitv2,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1932.5368,18.7229,4.92,8.0,20,41.72394328719255,97.04905196103896,77,77,77,100,12
actionclip,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1125.1017,11.3525,20.0,8.0,20,36.00269398630098,96.25240582539683,63,63,63,100,12
x3d,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,2446.2587,25.748,5.44,8.0,20,40.04201176223758,98.38584984375001,64,60,60,100,12
i3d,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,3937.9029,38.501,5.96,8.0,20,37.51902304329507,96.38236571641791,67,65,65,100,12
internvideo,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,334.1332,2.6532,3.32,8.0,20,44.70247022814909,97.97577052054793,73,73,73,100,12
csn,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,4756.1109,91.66,20.0,8.0,20,0.0,99.922403,2,0,0,100,12
internvideo2,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1858.7301,17.7908,7.16,8.0,20,39.11453749479068,97.18972984883722,86,86,86,100,12
i3dnonlocal,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,4541.8562,44.2802,7.44,8.0,20,35.98042426902468,95.20478205882353,34,34,34,100,12
umt,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,2270.7128,0.0,0.0,8.0,20,0.0,0.0,0,0,0,100,12
slowfast,amifgsm_target_temporal_median_adaptive,Kinetics400Dataset,4734.2035,46.509,7.24,8.0,20,37.115102316817705,92.65583225806452,62,56,56,100,12
timesformer,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,180.3734,0.9573,8.63,8.0,20,38.58099068473865,74.02868711384565,79,74,71,100,12
tsmnonlocal,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,237.2847,1.8075,8.29,8.0,20,39.3635152085709,98.56652946774193,62,55,55,100,12
tsm,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,337.4352,2.8638,9.96,8.0,20,39.400743946538995,98.81231019402985,67,54,54,100,12
ila,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,418.8199,3.8195,14.62,8.0,20,37.41564548916122,98.41043498780488,82,76,76,100,12
tsn,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,263.2755,1.0565,12.74,8.0,20,41.17707329402252,99.13015359420294,69,64,63,100,12
uniformerv2,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,376.3126,2.8329,8.15,8.0,20,39.19366108079907,95.89605609302328,86,83,82,100,12
amd,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,646.5378,4.3341,6.45,8.0,20,40.36527784487801,89.32747035250463,78,67,67,100,12
onepeace,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,3287.428,32.3109,19.48,8.0,20,38.11917499620124,98.59949849333331,75,46,14,100,12
tadaformer,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,2832.6317,27.1756,20.0,8.0,20,36.107772074904176,86.98023375086986,87,67,60,100,12
slowonly,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1157.6863,10.4845,19.74,8.0,20,39.45258953504055,99.45015257142856,42,2,1,100,12
videomae,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,651.9779,4.7088,7.99,8.0,20,39.275550765024214,96.94583095180724,83,73,71,100,12
tpn,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,630.8525,3.3426,8.42,8.0,20,40.31228471374257,98.77052423611109,72,61,59,100,12
videomaev2,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,223.2589,4.8226,8.19,8.0,20,39.454723131524204,97.07310420879121,91,86,86,100,12
c2d,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,624.5226,2.2456,7.57,8.0,20,39.57273973290273,98.89603873333331,75,75,75,100,12
r2plus1d,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,638.3946,3.7542,9.76,8.0,20,38.62439949857215,98.18951725925926,54,54,54,100,12
tanet,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,630.2833,3.7486,8.03,8.0,20,39.314482623648864,98.2553643134328,67,65,65,100,12
uniformer,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,982.5586,6.2949,10.44,8.0,20,40.747234571567766,98.63106646341461,82,80,80,100,12
videoswin,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1316.6136,11.5006,10.02,8.0,20,38.80431879112172,97.21480380246915,81,70,68,100,12
mvitv2,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1185.7316,6.8503,8.09,8.0,20,41.764570116038726,97.88140804938269,81,77,76,100,12
actionclip,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,323.7681,2.1653,20.0,8.0,20,38.90611276870862,95.88934149275363,69,68,68,100,12
internvideo,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,205.4217,0.6162,8.01,8.0,20,41.62430262648509,95.54883884931506,73,68,58,100,12
x3d,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1407.8551,4.828,7.72,8.0,20,40.05601096250997,98.24625927999996,75,71,71,100,12
i3dnonlocal,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,2342.1915,5.5687,9.79,8.0,20,38.2359026911143,94.3522526060606,33,33,33,100,12
slowfast,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,2324.289,5.0057,7.72,8.0,20,40.19764924354593,93.74142777049181,61,55,55,100,12
csn,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1524.2253,25.7463,20.0,8.0,20,0.0,99.922403,2,0,0,100,12
internvideo2,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1884.2609,18.6389,13.06,8.0,20,39.986220129766735,96.76088837209305,86,71,66,100,12
i3d,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,2796.7556,4.1862,7.32,8.0,20,39.94564239962502,96.06023765753424,73,71,70,100,12
umt,ifgsm_target_crop_resize_adaptive,Kinetics400Dataset,1384.8382,0.0,0.0,8.0,20,0.0,0.0,0,0,0,100,12
c2d,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,677.2942,2.0534,5.43,8.0,20,40.874616054506085,99.05335044736842,76,76,76,100,12
tpn,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,746.5638,3.4621,7.34,8.0,20,41.377126373043495,99.22767087323942,71,59,59,100,12
videomae,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,829.4471,2.7109,3.73,8.0,20,42.28086215262736,98.74496046987952,83,83,83,100,12
videomaev2,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,835.3856,3.7324,5.53,8.0,20,40.70178828767757,98.19227401123592,89,89,89,100,12
r2plus1d,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,673.2974,3.4416,7.29,8.0,20,39.77903119974175,99.01306241176471,51,51,51,100,12
slowonly,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1276.9033,11.5766,19.81,8.0,20,39.52442436338323,99.38744627906976,43,2,1,100,12
tadaformer,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,2895.5379,27.8014,20.0,8.0,20,35.93159693121361,91.5753016,85,84,84,100,12
tanet,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,830.2451,3.3353,5.97,8.0,20,40.61313750557326,98.95269171014488,69,67,67,100,12
uniformer,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1082.1093,4.5656,6.16,8.0,20,42.26690374832829,98.88976621686746,83,83,83,100,12
videoswin,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1252.9605,6.8018,4.92,8.0,20,41.53448725816966,98.40466638554219,83,81,81,100,12
x3d,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1236.0031,3.9166,6.11,8.0,20,42.01221584690552,97.70686694594593,74,65,65,100,12
mvitv2,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1204.5584,4.9639,4.73,8.0,20,43.45494090450232,98.72315207407405,81,81,81,100,12
csn,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1537.4778,25.2742,20.0,8.0,20,0.0,99.922403,2,0,0,100,12
i3d,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1947.8538,4.5678,5.93,8.0,20,40.768144229121425,97.62252326315789,57,55,55,100,12
internvideo,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,221.4874,0.4558,3.34,8.0,20,44.80190045345832,97.63063463157897,76,76,76,100,12
i3dnonlocal,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1329.162,6.9023,7.94,8.0,20,39.068104114554174,96.99239747058826,17,17,17,63,12
umt,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,914.7133,0.0,0.0,8.0,20,0.0,0.0,0,0,0,84,12
internvideo2,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1052.3484,12.8047,8.61,8.0,20,41.01970901463682,97.38041740845068,71,71,71,83,12
slowfast,ifgsm_target_diff_jpeg_adaptive,Kinetics400Dataset,1222.5813,7.0849,7.64,8.0,20,40.87472129663702,96.5364718,25,21,21,63,12
timesformer,ifgsm_target_flip_adaptive,Kinetics400Dataset,176.1225,0.6225,4.49,8.0,20,42.92354517357811,74.45872501786013,79,79,79,100,12
tsmnonlocal,ifgsm_target_flip_adaptive,Kinetics400Dataset,217.7801,1.469,5.91,8.0,20,42.47536466631288,74.6687474822067,65,59,59,100,12
ila,ifgsm_target_flip_adaptive,Kinetics400Dataset,282.8922,2.3991,8.47,8.0,20,41.29669512654125,99.15133360493829,81,81,81,100,12
tsm,ifgsm_target_flip_adaptive,Kinetics400Dataset,311.0265,2.6409,9.11,8.0,20,42.60424049282606,99.48984455384617,65,46,46,100,12
tsn,ifgsm_target_flip_adaptive,Kinetics400Dataset,259.7425,0.8542,9.26,8.0,20,44.43783090650162,99.4698946969697,66,55,55,100,12
uniformerv2,ifgsm_target_flip_adaptive,Kinetics400Dataset,310.07,1.5394,3.83,8.0,20,43.98319290783553,98.18700666292136,89,89,89,100,12
onepeace,ifgsm_target_flip_adaptive,Kinetics400Dataset,1270.68,12.4875,6.8,8.0,20,44.653699297913455,99.62391590540541,74,65,65,100,12
amd,ifgsm_target_flip_adaptive,Kinetics400Dataset,438.5333,1.9612,3.29,8.0,20,44.78605468754844,97.79475034177216,79,79,79,100,12
c2d,ifgsm_target_flip_adaptive,Kinetics400Dataset,625.9441,1.4161,4.41,8.0,20,43.11890846256473,99.38298164864864,74,74,74,100,12
videomaev2,ifgsm_target_flip_adaptive,Kinetics400Dataset,624.5221,2.7614,4.32,8.0,20,43.553777936618246,97.77652584615382,91,91,91,100,12
tpn,ifgsm_target_flip_adaptive,Kinetics400Dataset,625.8597,3.0396,7.67,8.0,20,43.48346084043727,99.47556628767123,73,56,56,100,12
videomae,ifgsm_target_flip_adaptive,Kinetics400Dataset,917.407,2.2078,3.05,8.0,20,44.95483427061204,94.96777561214691,84,84,84,100,12
slowonly,ifgsm_target_flip_adaptive,Kinetics400Dataset,1143.5098,10.1473,19.53,8.0,20,41.84783096308834,99.44172006976741,43,2,2,100,12
tadaformer,ifgsm_target_flip_adaptive,Kinetics400Dataset,2775.9647,26.6594,20.0,8.0,20,37.76495387314554,91.5770333908046,87,87,87,100,12
r2plus1d,ifgsm_target_flip_adaptive,Kinetics400Dataset,938.6505,3.0848,7.02,8.0,20,41.36494930012043,94.8549006965732,57,57,57,100,12
tanet,ifgsm_target_flip_adaptive,Kinetics400Dataset,626.736,2.7356,5.62,8.0,20,42.83547157578343,99.35972148484848,66,62,62,100,12
uniformer,ifgsm_target_flip_adaptive,Kinetics400Dataset,967.4597,3.7574,5.83,8.0,20,44.681505360593846,96.7591895308642,81,81,81,100,12
videoswin,ifgsm_target_flip_adaptive,Kinetics400Dataset,979.9449,5.775,4.46,8.0,20,44.203887950395035,99.00663098749997,80,77,77,100,12
mvitv2,ifgsm_target_flip_adaptive,Kinetics400Dataset,1200.6551,3.8813,4.22,8.0,20,45.892490591146206,98.88794603658543,82,82,82,100,12
actionclip,ifgsm_target_flip_adaptive,Kinetics400Dataset,320.8183,2.137,20.0,8.0,20,40.44643424634904,97.61307239705886,68,68,68,100,12
x3d,ifgsm_target_flip_adaptive,Kinetics400Dataset,1252.1764,3.0854,5.6,8.0,20,44.0019673825739,99.29686965753427,73,64,64,100,12
csn,ifgsm_target_flip_adaptive,Kinetics400Dataset,1448.4827,18.6836,20.0,8.0,20,0.0,99.145178,2,0,0,100,12
i3d,ifgsm_target_flip_adaptive,Kinetics400Dataset,2348.9792,2.7375,4.99,8.0,20,42.936184329018204,98.14338729166667,72,70,70,100,12
internvideo,ifgsm_target_flip_adaptive,Kinetics400Dataset,268.2926,0.6385,3.14,8.0,20,46.94967913310496,98.03769236842106,76,76,76,100,12
internvideo2,ifgsm_target_flip_adaptive,Kinetics400Dataset,1155.8525,10.7384,7.18,8.0,20,43.65427751745772,98.22322663636359,88,88,87,100,12
umt,ifgsm_target_flip_adaptive,Kinetics400Dataset,945.9284,0.0,0.0,8.0,20,0.0,0.0,0,0,0,100,12
i3dnonlocal,ifgsm_target_flip_adaptive,Kinetics400Dataset,2495.8631,3.8653,6.06,8.0,20,41.203610637354075,97.82238588235293,34,34,34,100,12
slowfast,ifgsm_target_flip_adaptive,Kinetics400Dataset,3005.6677,4.5513,6.95,8.0,20,42.51247684956302,96.34485555737706,61,53,53,100,12
timesformer,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,178.4126,0.9657,6.92,8.0,20,38.65980172067902,73.68947314881068,75,75,74,100,12
tsmnonlocal,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,248.2668,1.8516,8.2,8.0,20,38.42472194873854,97.30214611666669,60,55,52,100,12
ila,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,429.9436,3.8341,14.49,8.0,20,37.01212917819921,97.2989727733333,75,70,69,100,12
tsm,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,338.0741,2.9415,9.69,8.0,20,38.8678758735069,97.70650619999998,55,43,40,100,12
tsn,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,265.9037,1.2673,12.03,8.0,20,40.943170357434134,98.43778978688526,61,57,56,100,12
uniformerv2,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,362.7267,2.6996,6.95,8.0,20,39.350615029435566,94.0864939390244,82,80,77,100,12
amd,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,392.2252,3.0183,4.88,8.0,20,41.05783382401309,94.48643706756759,74,71,71,100,12
onepeace,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,2191.7227,20.5967,11.59,8.0,20,39.798423703674786,98.3880902575758,66,59,42,100,12
tadaformer,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,2969.4845,28.8015,20.0,8.0,20,35.64999743401549,87.88653797530866,81,68,63,100,12
videomae,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,640.0531,3.6982,4.86,8.0,20,40.92793410538899,97.42264980769232,78,70,70,100,12
tpn,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,645.6974,4.4057,7.84,8.0,20,39.903444095755276,97.65288962295082,61,54,51,100,12
c2d,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,626.2428,3.2132,7.31,8.0,20,39.431446770030966,98.11559344262294,61,57,52,100,12
videomaev2,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,169.9228,4.8358,6.5,8.0,20,39.90068760894485,96.59578116279071,86,81,79,100,12
r2plus1d,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,669.7656,5.249,9.69,8.0,20,38.67623621047914,96.6779289375,48,48,48,100,12
tanet,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,639.504,4.5524,7.33,8.0,20,39.43452704916283,97.55276745614036,57,54,51,100,12
videoswin,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1148.6228,9.6512,6.19,8.0,20,40.0534511823348,95.60234950632913,79,76,73,100,12
mvitv2,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1228.0341,7.8436,5.92,8.0,20,42.55170524704649,97.402749,80,73,73,100,12
slowonly,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,738.6665,13.5193,18.48,8.0,20,39.242192266285926,99.32943045,40,10,5,100,12
uniformer,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,973.0276,7.9884,8.48,8.0,20,40.985273700567056,97.8389208227848,79,76,74,100,12
actionclip,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,387.1483,3.0995,20.0,8.0,20,38.424670417656394,93.49616390909091,66,66,66,100,12
x3d,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,1256.497,6.1909,5.94,8.0,20,40.64289348404789,96.19905012857144,70,67,60,100,12
csn,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,2010.5007,37.006,20.0,8.0,20,0.0,99.922403,2,0,0,100,12
internvideo,ifgsm_target_gaussian_blur_adaptive,Kinetics400Dataset,206.8725,0.6487,4.39,8.0,20,43.609349664251845,96.45958408955225,67,65,64,100,12
